,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
0,2011-01-01 00:00:00,1,0,0,1,9.84,14.395,81,0.0,3,13,16
1,2011-01-01 01:00:00,1,0,0,1,9.02,13.635,80,0.0,8,32,40
2,2011-01-01 02:00:00,1,0,0,1,9.02,13.635,80,0.0,5,27,32
3,2011-01-01 03:00:00,1,0,0,1,9.84,14.395,75,0.0,3,10,13
4,2011-01-01 04:00:00,1,0,0,1,9.84,14.395,75,0.0,0,1,1
5,2011-01-01 05:00:00,1,0,0,2,9.84,12.88,75,6.0032,0,1,1
6,2011-01-01 06:00:00,1,0,0,1,9.02,13.635,80,0.0,2,0,2
7,2011-01-01 07:00:00,1,0,0,1,8.2,12.88,86,0.0,1,2,3
8,2011-01-01 08:00:00,1,0,0,1,9.84,14.395,75,0.0,1,7,8
9,2011-01-01 09:00:00,1,0,0,1,13.12,17.425,76,0.0,8,6,14
10,2011-01-01 10:00:00,1,0,0,1,15.58,19.695,76,16.9979,12,24,36
11,2011-01-01 11:00:00,1,0,0,1,14.76,16.665,81,19.0012,26,30,56
12,2011-01-01 12:00:00,1,0,0,1,17.22,21.21,77,19.0012,29,55,84
13,2011-01-01 13:00:00,1,0,0,2,18.86,22.725,72,19.9995,47,47,94
14,2011-01-01 14:00:00,1,0,0,2,18.86,22.725,72,19.0012,35,71,106
15,2011-01-01 15:00:00,1,0,0,2,18.04,21.97,77,19.9995,40,70,110
16,2011-01-01 16:00:00,1,0,0,2,17.22,21.21,82,19.9995,41,52,93
17,2011-01-01 17:00:00,1,0,0,2,18.04,21.97,82,19.0012,15,52,67
18,2011-01-01 18:00:00,1,0,0,3,17.22,21.21,88,16.9979,9,26,35
19,2011-01-01 19:00:00,1,0,0,3,17.22,21.21,88,16.9979,6,31,37
20,2011-01-01 20:00:00,1,0,0,2,16.4,20.455,87,16.9979,11,25,36
21,2011-01-01 21:00:00,1,0,0,2,16.4,20.455,87,12.998,3,31,34
22,2011-01-01 22:00:00,1,0,0,2,16.4,20.455,94,15.0013,11,17,28
23,2011-01-01 23:00:00,1,0,0,2,18.86,22.725,88,19.9995,15,24,39
24,2011-01-02 00:00:00,1,0,0,2,18.86,22.725,88,19.9995,4,13,17
25,2011-01-02 01:00:00,1,0,0,2,18.04,21.97,94,16.9979,1,16,17
26,2011-01-02 02:00:00,1,0,0,2,17.22,21.21,100,19.0012,1,8,9
27,2011-01-02 03:00:00,1,0,0,2,18.86,22.725,94,12.998,2,4,6
28,2011-01-02 04:00:00,1,0,0,2,18.86,22.725,94,12.998,2,1,3
29,2011-01-02 06:00:00,1,0,0,3,17.22,21.21,77,19.9995,0,2,2
30,2011-01-02 07:00:00,1,0,0,2,16.4,20.455,76,12.998,0,1,1
31,2011-01-02 08:00:00,1,0,0,3,16.4,20.455,71,15.0013,0,8,8
32,2011-01-02 09:00:00,1,0,0,2,15.58,19.695,76,15.0013,1,19,20
33,2011-01-02 10:00:00,1,0,0,2,14.76,17.425,81,15.0013,7,46,53
34,2011-01-02 11:00:00,1,0,0,2,14.76,16.665,71,16.9979,16,54,70
35,2011-01-02 12:00:00,1,0,0,2,14.76,16.665,66,19.9995,20,73,93
36,2011-01-02 13:00:00,1,0,0,2,14.76,17.425,66,8.9981,11,64,75
37,2011-01-02 14:00:00,1,0,0,3,14.76,17.425,76,12.998,4,55,59
38,2011-01-02 15:00:00,1,0,0,3,13.94,16.665,81,11.0014,19,55,74
39,2011-01-02 16:00:00,1,0,0,3,13.94,16.665,71,11.0014,9,67,76
40,2011-01-02 17:00:00,1,0,0,1,13.94,16.665,57,12.998,7,58,65
41,2011-01-02 18:00:00,1,0,0,2,14.76,16.665,46,22.0028,10,43,53
42,2011-01-02 19:00:00,1,0,0,1,13.12,14.395,42,30.0026,1,29,30
43,2011-01-02 20:00:00,1,0,0,1,12.3,13.635,39,23.9994,5,17,22
44,2011-01-02 21:00:00,1,0,0,1,10.66,11.365,44,22.0028,11,20,31
45,2011-01-02 22:00:00,1,0,0,1,9.84,10.605,44,19.9995,0,9,9
46,2011-01-02 23:00:00,1,0,0,1,9.02,11.365,47,11.0014,0,8,8
47,2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,0,5,5
48,2011-01-03 01:00:00,1,0,1,1,8.2,8.335,44,27.9993,0,2,2
49,2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,0,1,1
50,2011-01-03 05:00:00,1,0,1,1,6.56,6.82,47,19.0012,0,3,3
51,2011-01-03 06:00:00,1,0,1,1,5.74,5.305,50,26.0027,0,30,30
52,2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,1,63,64
53,2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,1,153,154
54,2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,7,81,88
55,2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,11,33,44
56,2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,10,41,51
57,2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,13,48,61
58,2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,8,53,61
59,2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,11,66,77
60,2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,14,58,72
61,2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,9,67,76
62,2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,11,146,157
63,2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,9,148,157
64,2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0.0,8,102,110
65,2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,3,49,52
66,2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,3,49,52
67,2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,20,20
68,2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,1,11,12
69,2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,0,5,5
70,2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,0,2,2
71,2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,0,1,1
72,2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0,2,2
73,2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,0,4,4
74,2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0,36,36
75,2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,2,92,94
76,2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,2,177,179
77,2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,2,98,100
78,2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,5,37,42
79,2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,7,50,57
80,2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,12,66,78
81,2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,18,79,97
82,2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,9,54,63
83,2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17,48,65
84,2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,15,68,83
85,2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,10,202,212
86,2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3,179,182
87,2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2,110,112
88,2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,1,53,54
89,2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0,48,48
90,2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,1,34,35
91,2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,2,9,11
92,2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,0,6,6
93,2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,6,6
94,2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,2,2
95,2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0,2,2
96,2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0,3,3
97,2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0,33,33
98,2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88
99,2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3,192,195
100,2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6,109,115
101,2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4,53,57
102,2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46
103,2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5,74,79
104,2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6,65,71
105,2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10,52,62
106,2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7,55,62
107,2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4,85,89
108,2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4,186,190
109,2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3,166,169
110,2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5,127,132
111,2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7,82,89
112,2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3,40,43
113,2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1,41,42
114,2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,1,18,19
115,2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0,11,11
116,2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0,4,4
117,2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0,2,2
118,2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1
119,2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0,4,4
120,2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0,36,36
121,2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0,95,95
122,2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3,216,219
123,2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6,116,122
124,2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,3,42,45
125,2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2,57,59
126,2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6,78,84
127,2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12,55,67
128,2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11,59,70
129,2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8,54,62
130,2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12,74,86
131,2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9,163,172
132,2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5,158,163
133,2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3,109,112
134,2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3,66,69
135,2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0,48,48
136,2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1,51,52
137,2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4,19,23
138,2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4,13,17
139,2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2,5,7
140,2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0,1,1
141,2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0,1,1
142,2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,0,5,5
143,2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,8,26,34
144,2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,8,76,84
145,2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20,190,210
146,2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9,125,134
147,2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16,47,63
148,2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19,48,67
149,2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9,50,59
150,2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,9,64,73
151,2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,7,43,50
152,2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9,63,72
153,2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5,82,87
154,2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,9,178,187
155,2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7,116,123
156,2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,3,92,95
157,2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,1,50,51
158,2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0,39,39
159,2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,2,34,36
160,2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,1,14,15
161,2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,1,24,25
162,2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1,15,16
163,2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,3,13,16
164,2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,7,7
165,2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,1,1
166,2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,5,5
167,2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,2,2
168,2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,1,8,9
169,2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,15,15
170,2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,20,20
171,2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5,56,61
172,2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,2,60,62
173,2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,8,90,98
174,2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,7,95,102
175,2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,12,83,95
176,2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5,69,74
177,2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,8,68,76
178,2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5,64,69
179,2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,3,52,55
180,2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,4,26,30
181,2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0,28,28
182,2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,2,35,37
183,2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,1,33,34
184,2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0,22,22
185,2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,1,24,25
186,2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,0,12,12
187,2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0,11,11
188,2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0,4,4
189,2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1
190,2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1
191,2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1
192,2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,1,5,6
193,2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,10,10
194,2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,0,19,19
195,2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,0,49,49
196,2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,2,47,49
197,2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,4,79,83
198,2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,6,69,75
199,2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,8,64,72
200,2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,5,77,82
201,2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,13,79,92
202,2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,3,59,62
203,2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,4,44,48
204,2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1,40,41
205,2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0,38,38
206,2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,1,19,20
207,2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,5,10,15
208,2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,0,6,6
209,2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,2,3,5
210,2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1,0,1
211,2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,3,3
212,2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,1,1
213,2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,1,2,3
214,2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,0,3,3
215,2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,0,31,31
216,2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,2,75,77
217,2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,4,184,188
218,2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,2,92,94
219,2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,0,31,31
220,2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,2,28,30
221,2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,5,47,52
222,2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,4,50,54
223,2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,0,47,47
224,2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,2,43,45
225,2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,4,70,74
226,2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,4,174,178
227,2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,1,154,155
228,2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,3,92,95
229,2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,1,73,74
230,2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,1,37,38
231,2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,2,22,24
232,2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,18,18
233,2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,2,10,12
234,2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,3,3
235,2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,0,3,3
236,2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,0,6,6
237,2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,0,27,27
238,2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,2,97,99
239,2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,3,214,217
240,2011-01-11 09:00:00,1,0,1,2,7.38,9.85,51,11.0014,3,127,130
241,2011-01-11 10:00:00,1,0,1,2,8.2,10.605,51,11.0014,3,51,54
242,2011-01-11 11:00:00,1,0,1,2,8.2,10.605,47,8.9981,4,31,35
243,2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,2,55,57
244,2011-01-11 13:00:00,1,0,1,2,8.2,11.365,59,6.0032,6,46,52
245,2011-01-11 14:00:00,1,0,1,2,8.2,11.365,59,6.0032,3,60,63
246,2011-01-11 15:00:00,1,0,1,2,6.56,9.85,80,6.0032,2,45,47
247,2011-01-11 16:00:00,1,0,1,2,6.56,7.575,86,15.0013,4,72,76
248,2011-01-11 17:00:00,1,0,1,2,6.56,7.575,86,15.0013,6,130,136
249,2011-01-11 18:00:00,1,0,1,3,6.56,9.09,93,7.0015,1,94,95
250,2011-01-11 19:00:00,1,0,1,3,6.56,11.365,93,0.0,0,51,51
251,2011-01-11 20:00:00,1,0,1,3,6.56,7.575,93,12.998,0,32,32
252,2011-01-11 21:00:00,1,0,1,3,6.56,9.85,86,6.0032,0,20,20
253,2011-01-11 22:00:00,1,0,1,3,6.56,9.09,93,7.0015,1,28,29
254,2011-01-11 23:00:00,1,0,1,3,6.56,9.85,93,6.0032,1,18,19
255,2011-01-12 00:00:00,1,0,1,2,6.56,9.85,86,6.0032,0,7,7
256,2011-01-12 01:00:00,1,0,1,2,6.56,9.09,86,7.0015,0,6,6
257,2011-01-12 02:00:00,1,0,1,1,5.74,7.575,86,8.9981,0,1,1
258,2011-01-12 05:00:00,1,0,1,1,5.74,7.575,86,11.0014,0,5,5
259,2011-01-12 06:00:00,1,0,1,1,4.92,7.575,93,8.9981,0,16,16
260,2011-01-12 07:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,54,54
261,2011-01-12 08:00:00,1,0,1,1,6.56,8.335,59,11.0014,3,125,128
262,2011-01-12 09:00:00,1,0,1,1,6.56,6.82,59,22.0028,3,78,81
263,2011-01-12 10:00:00,1,0,1,1,7.38,9.09,55,15.0013,0,39,39
264,2011-01-12 11:00:00,1,0,1,1,8.2,9.09,51,26.0027,3,32,35
265,2011-01-12 12:00:00,1,0,1,1,8.2,7.575,47,39.0007,3,52,55
266,2011-01-12 13:00:00,1,0,1,1,9.02,9.85,44,23.9994,0,49,49
267,2011-01-12 14:00:00,1,0,1,1,8.2,9.09,47,22.0028,0,44,44
268,2011-01-12 15:00:00,1,0,1,1,8.2,8.335,47,27.9993,1,48,49
269,2011-01-12 16:00:00,1,0,1,1,9.02,9.85,44,22.0028,5,63,68
